# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
     121.802        0.000     1382.535     4934.691
     122.874        0.000     1382.535     4934.691
     123.942        0.000     1382.535     4934.691
     125.011        0.000     1382.535     4934.691
     126.079        0.000     1382.535     4934.691
     127.145        0.000     1382.535     4934.691
     128.213        0.000     1382.535     4934.691
     129.281        0.000     1382.535     4934.691
     130.349        0.000     1382.535     4934.691
     131.419        0.000     1382.535     4934.691
     132.488        0.000     1382.535     4934.691
     133.554        0.000     1382.535     4934.691
     134.647        0.000     1382.535     4934.691
     135.716        0.000     1382.246     4582.520
     136.786        0.000     1382.246     4582.520
     137.857        0.000     1382.246     4582.520
     138.926        0.000       45.012    36921.000
     139.996        0.000      256.875    36920.523
     141.063        0.000      452.094    36920.523
     142.131        0.000      510.719    36920.523
     143.201        0.000      578.531    36920.523
     144.268        0.000      578.531    36920.523
     145.332        0.000      638.074    36920.523
     146.402        0.000      638.074    36920.523
     147.470        0.000      638.074    36920.523
     148.539        0.000      719.441    36920.523
     149.607        0.000      719.441    36920.523
     150.676        0.000      719.441    36920.523
     151.743        0.000      802.312    36920.523
     152.811        0.000      802.312    36920.523
     153.880        0.000      986.219    36920.523
     154.942        0.000      986.219    36920.523
     156.011        0.000      986.219    36920.523
     157.082        0.000      986.219    36920.523
     158.151        0.000     1025.531    36920.523
     159.218        0.000     1125.938    36920.523
     160.286        0.000     1332.496    36920.523
     161.350        0.000     1332.496    36920.523
     162.422        0.000     1332.496    36920.523
     163.492        0.000     1332.496    36920.523
     164.560        0.000     1332.496    36920.523
     165.628        0.000     1423.938    36920.523
     166.696        0.000     1423.938    36920.523
     167.761        0.000     1423.938    36920.523
     168.830        0.000     1423.938    36920.523
     169.899        0.000     1423.938    36920.523
     170.968        0.000     1353.102    36920.523
     172.036        0.000     1353.102    36920.523
     173.103        0.000     1353.102    36920.523
     174.170        0.000     1353.102    36920.523
     175.238        0.000     1496.727    36920.523
     176.296        0.000     1496.727    36920.523
     177.366        0.000     1496.727    36920.523
     178.436        0.000     1496.727    36920.523
     179.507        0.000     1496.727    36920.523
     180.575        0.000     1378.000    36920.523
     181.643        0.000     1378.000    36920.523
     182.711        0.000     1378.000    36920.523
     183.777        0.000     1378.000    36920.523
     184.843        0.000     1458.355    36920.523
     185.911        0.000     1458.355    36920.523
     186.977        0.000     1458.355    36920.523
     188.044        0.000     1458.355    36920.523
     189.111        0.000     1517.367    36920.523
     190.180        0.000     1517.539    36920.523
     191.246        0.000     1517.539    36920.523
     192.313        0.000     1517.539    36920.523
     193.380        0.000     1684.281    36920.523
     194.448        0.000     1684.281    36920.523
     195.515        0.000     1684.281    36920.523
     196.584        0.000     1684.281    36920.523
     197.648        0.000     1777.953    36920.523
     198.717        0.000     1777.953    36920.523
     199.783        0.000     1777.953    36920.523
     200.851        0.000     1777.953    36920.523
     201.917        0.000     1777.953    36920.523
     202.983        0.000     1777.953    36920.523
     204.050        0.000     1842.641    36920.523
     205.138        0.000     1844.656    36920.523
     206.206        0.000     1844.656    36920.523
     207.273        0.000     1844.656    36920.523
     208.342        0.000     1844.656    36920.523
     209.408        0.000     1844.656    36920.523
     210.474        0.000     1844.656    36920.523
     211.545        0.000     1843.523    36920.523
     212.613        0.000     1843.523    36920.523
     213.681        0.000     1843.523    36920.523
     214.748        0.000     1843.523    36920.523
     215.816        0.000     1843.523    36920.523
     216.884        0.000     1843.523    36920.523
     217.953        0.000     1843.523    36920.523
     219.021        0.000     1846.379    36920.523
     220.089        0.000     1846.379    36920.523
     221.157        0.000     1846.391    36920.523
     222.224        0.000     1846.418    36920.523
     223.284        0.000     1846.418    36920.523
     224.354        0.000     1846.418    36920.523
     225.419        0.000     1846.418    36920.523
     226.484        0.000     1834.758    36920.523
     227.554        0.000     1834.758    36920.523
     228.622        0.000     1834.758    36920.523
     229.690        0.000     1834.758    36920.523
     230.758        0.000     1834.758    36920.523
     231.825        0.000     1814.531    36920.523
     232.893        0.000     1814.703    36920.523
     233.960        0.000     1814.703    36920.523
     235.025        0.000     1814.703    36920.523
     236.113        0.000     1814.703    36920.523
     237.179        0.000     1814.703    36920.523
     238.246        0.000     1771.805    36920.523
     239.316        0.000     1771.805    36920.523
     240.383        0.000     1771.805    36920.523
     241.455        0.000     1771.805    36920.523
     242.526        0.000     1771.977    36920.523
     243.593        0.000     1771.977    36920.523
     244.660        0.000     1722.727    36920.523
     245.728        0.000     1722.727    36920.523
     246.795        0.000     1722.727    36920.523
     247.863        0.000     1722.746    36920.523
     248.930        0.000     1722.746    36920.523
     249.997        0.000     1705.305    36920.523
     251.064        0.000     1705.305    36920.523
     252.130        0.000     1705.305    36920.523
     253.198        0.000     1705.305    36920.523
     254.267        0.000     1705.305    36920.523
     255.334        0.000     1705.305    36920.523
     256.400        0.000     1693.488    36920.523
     257.468        0.000     1693.512    36920.523
     258.535        0.000     1693.512    36920.523
     259.602        0.000     1693.512    36920.523
     260.669        0.000     1693.512    36920.523
     261.737        0.000     1663.391    36920.523
     262.804        0.000     1663.391    36920.523
     263.891        0.000     1663.391    36920.523
     264.960        0.000     1663.391    36920.523
     266.030        0.000     1663.391    36920.523
     267.092        0.000     1663.391    36920.523
     268.158        0.000     1612.934    36920.523
     269.226        0.000     1612.934    36920.523
     270.307        0.000     1612.934    36920.523
     271.374        0.000     1612.934    36920.523
     272.439        0.000     1612.934    36920.523
     273.506        0.000     1590.711    36920.523
     274.573        0.000     1590.711    36920.523
     275.641        0.000     1590.711    36920.523
     276.708        0.000     1590.711    36920.523
     277.774        0.000     1574.879    36920.523
     278.825        0.000     1574.879    36920.523
     279.890        0.000     1574.879    36920.523
     280.957        0.000     1574.879    36920.523
     282.024        0.000     1574.879    36920.523
     283.093        0.000     1574.879    36920.523
     284.159        0.000     1549.332    36920.523
     285.225        0.000     1549.332    36920.523
     286.293        0.000     1549.332    36920.523
     287.360        0.000     1549.332    36920.523
     288.427        0.000     1503.457    36920.523
     289.494        0.000     1503.457    36920.523
     290.561        0.000     1503.457    36920.523
     291.629        0.000     1503.457    36920.523
     292.696        0.000     1500.988    36920.523
     293.764        0.000     1500.988    36920.523
     294.834        0.000     1500.988    36920.523
     295.899        0.000     1500.988    36920.523
     296.965        0.000     1500.988    36920.523
     298.033        0.000     1501.008    36920.523
     299.101        0.000     1501.012    36920.523
     300.168        0.000     1501.012    36920.523
     301.238        0.000     1501.012    36920.523
     302.303        0.000     1501.125    36920.523
     303.370        0.000     1501.125    36920.523
     304.437        0.000     1501.125    36920.523
     305.505        0.000     1501.125    36920.523
     306.575        0.000     1501.125    36920.523
     307.640        0.000     1501.164    36920.523
     308.708        0.000     1501.164    36920.523
     309.775        0.000     1501.164    36920.523
     310.841        0.000     1501.152    36920.523
     311.908        0.000     1501.152    36920.523
     312.978        0.000     1501.152    36920.523
     314.043        0.000     1501.160    36920.523
     315.113        0.000     1473.578    36920.523
     316.179        0.000     1473.578    36920.523
     317.245        0.000     1473.578    36920.523
     318.313        0.000     1473.578    36920.523
     319.379        0.000     1453.039    36920.523
     320.445        0.000     1453.039    36920.523
     321.513        0.000     1453.039    36920.523
     322.581        0.000     1453.039    36920.523
     323.649        0.000     1453.039    36920.523
     324.717        0.000     1453.039    36920.523
     325.783        0.000     1453.043    36920.523
     326.851        0.000     1426.992    36920.523
     327.918        0.000     1426.992    36920.523
     328.985        0.000     1426.992    36920.523
     330.054        0.000     1426.992    36920.523
     331.120        0.000     1425.488    36920.523
     332.187        0.000     1425.488    36920.523
     333.255        0.000     1425.488    36920.523
     334.322        0.000     1383.406    36920.523
     335.390        0.000     1383.406    36920.523
     336.459        0.000     1383.406    36920.523
     337.525        0.000     1383.406    36920.523
     338.593        0.000     1383.406    36920.523
     339.660        0.000     1383.406    36920.523
     340.726        0.000     1383.406    36920.523
     341.796        0.000     1374.891    36920.523
     342.862        0.000     1374.891    36920.523
     343.929        0.000     1374.891    36920.523
     344.996        0.000     1335.312    36920.523
     346.064        0.000     1335.312    36920.523
     347.131        0.000     1335.312    36920.523
     348.201        0.000     1310.266    36920.523
     349.267        0.000     1310.270    36920.523
     350.333        0.000     1310.270    36920.523
     351.400        0.000     1310.270    36920.523
     352.467        0.000     1310.270    36920.523
     353.535        0.000     1310.270    36920.523
     354.602        0.000     1310.270    36920.523
     355.669        0.000     1310.270    36920.523
     356.735        0.000     1310.551    36920.523
     357.803        0.000     1310.551    36920.523
     358.869        0.000     1310.551    36920.523
     359.936        0.000     1310.555    36920.523
     360.993        0.000     1310.555    36920.523
     362.060        0.000     1310.555    36920.523
     363.126        0.000     1353.180    36920.523
     364.194        0.000     1353.180    36920.523
     365.262        0.000     1353.180    36920.523
     366.329        0.000     1353.180    36920.523
     367.395        0.000     1353.562    36920.523
     368.461        0.000     1353.562    36920.523
     369.527        0.000     1353.562    36920.523
     370.594        0.000     1425.562    36920.523
     371.661        0.000     1425.562    36920.523
     372.728        0.000     1425.562    36920.523
     373.795        0.000     1429.250    36920.523
     374.862        0.000     1429.250    36920.523
     375.928        0.000     1429.250    36920.523
     376.994        0.000     1429.250    36920.523
     378.058        0.000     1505.531    36920.523
     379.123        0.000     1505.531    36920.523
     380.189        0.000     1505.531    36920.523
     381.257        0.000     1505.531    36920.523
     382.324        0.000     1505.531    36920.523
     383.392        0.000     1509.727    36920.523
     384.459        0.000     1509.727    36920.523
     385.525        0.000     1509.738    36920.523
     386.592        0.000     1509.738    36920.523
     387.659        0.000     1509.738    36920.523
     388.736        0.000     1509.648    36920.523
     389.803        0.000     1509.648    36920.523
     390.868        0.000     1510.215    36920.523
     391.931        0.000     1510.207    36920.523
     392.998        0.000     1510.207    36920.523
     394.064        0.000     1510.207    36920.523
     395.131        0.000     1510.207    36920.523
     396.197        0.000     1510.207    36920.523
     397.261        0.000     1517.145    36920.523
     398.325        0.000     1517.145    36920.523
     399.391        0.000     1517.145    36920.523
     400.459        0.000     1517.145    36920.523
     401.524        0.000     1517.145    36920.523
     402.591        0.000     1518.535    36920.523
     403.657        0.000     1518.535    36920.523
     404.721        0.000     1518.535    36920.523
     405.786        0.000     1518.535    36920.523
     406.851        0.000     1521.355    36920.523
     407.917        0.000     1521.355    36920.523
     408.985        0.000     1521.355    36920.523
     410.051        0.000     1521.355    36920.523
     411.118        0.000     1521.316    36920.523
     412.186        0.000     1521.316    36920.523
     413.252        0.000     1521.316    36920.523
     414.318        0.000     1521.316    36920.523
     415.384        0.000     1521.445    36920.523
     416.449        0.000     1521.445    36920.523
     417.512        0.000     1521.449    36920.523
     418.579        0.000     1521.449    36920.523
     419.646        0.000     1521.418    36920.523
     420.714        0.000     1521.418    36920.523
     421.780        0.000     1521.418    36920.523
     422.846        0.000     1521.418    36920.523
     423.914        0.000     1483.465    36920.523
     424.981        0.000     1483.465    36920.523
     426.048        0.000     1483.465    36920.523
     427.114        0.000     1483.465    36920.523
     428.178        0.000     1470.941    36920.523
     429.243        0.000     1470.941    36920.523
     430.311        0.000     1470.941    36920.523
     431.375        0.000     1471.129    36920.523
     432.443        0.000     1471.133    36920.523
     433.510        0.000     1471.133    36920.523
     434.577        0.000     1471.133    36920.523
     435.644        0.000     1431.367    36920.523
     436.710        0.000     1431.367    36920.523
     437.776        0.000     1431.367    36920.523
     438.839        0.000     1431.367    36920.523
     439.904        0.000     1431.367    36920.523
     440.969        0.000     1431.367    36920.523
     442.035        0.000     1401.809    36920.523
     443.101        0.000     1401.809    36920.523
     444.163        0.000     1401.809    36920.523
     445.228        0.000     1401.809    36920.523
     446.296        0.000     1401.809    36920.523
     447.362        0.000     1401.828    36920.523
     448.429        0.000     1401.828    36920.523
     449.496        0.000     1379.785    36920.523
     450.563        0.000     1379.785    36920.523
     451.629        0.000     1379.785    36920.523
     452.698        0.000     1379.879    36920.523
     453.764        0.000     1379.883    36920.523
     454.829        0.000     1379.883    36920.523
     455.891        0.000     1380.062    36920.523
     456.958        0.000     1380.062    36920.523
     458.024        0.000     1380.062    36920.523
     459.091        0.000     1380.137    36920.523
     460.157        0.000     1380.137    36920.523
     461.221        0.000     1380.137    36920.523
     462.289        0.000     1380.137    36920.523
     463.356        0.000     1380.137    36920.523
     464.425        0.000     1380.062    36920.523
     465.489        0.000     1380.062    36920.523
     466.555        0.000     1380.062    36920.523
     467.621        0.000     1380.062    36920.523
     468.687        0.000     1380.016    36920.523
     469.753        0.000     1380.016    36920.523
     470.819        0.000     1380.043    36920.523
     471.883        0.000     1380.043    36920.523
     472.948        0.000     1380.043    36920.523
     474.014        0.000     1380.082    36920.523
     475.080        0.000     1380.051    36920.523
     476.146        0.000     1380.051    36920.523
     477.212        0.000     1380.059    36920.523
     478.275        0.000     1380.059    36920.523
     479.339        0.000     1380.078    36920.523
     480.407        0.000     1380.078    36920.523
     481.478        0.000     1380.078    36920.523
     482.544        0.000     1380.043    36920.523
     483.612        0.000     1380.043    36920.523
     484.678        0.000     1380.043    36920.523
     485.744        0.000     1380.086    36920.523
     486.810        0.000     1368.551    36920.523
     487.872        0.000     1368.551    36920.523
     488.937        0.000     1330.996    36920.523
     490.005        0.000     1330.996    36920.523
     491.071        0.000     1330.996    36920.523
     492.138        0.000     1330.996    36920.523
     493.207        0.000     1330.996    36920.523
     494.272        0.000     1330.996    36920.523
     495.338        0.000     1330.996    36920.523
     496.403        0.000     1330.996    36920.523
     497.465        0.000     1330.996    36920.523
     498.534        0.000     1330.996    36920.523
     499.599        0.000     1293.422    36920.523
     500.665        0.000     1293.422    36920.523
     501.731        0.000     1293.422    36920.523
     502.796        0.000     1263.863    36920.523
     503.859        0.000     1263.863    36920.523
     504.928        0.000     1263.871    36920.523
     505.992        0.000     1252.852    36920.523
     507.059        0.000     1252.910    36920.523
     508.125        0.000     1252.910    36920.523
     509.188        0.000     1253.117    36920.523
     510.253        0.000     1253.137    36920.523
     511.322        0.000     1253.238    36920.523
     512.386        0.000     1253.238    36920.523
     513.454        0.000     1253.238    36920.523
     514.520        0.000     1281.789    36920.523
     515.588        0.000     1281.789    36920.523
     516.657        0.000     1281.789    36920.523
     517.725        0.000     1281.789    36920.523
     518.793        0.000     1281.789    36920.523
     519.859        0.000     1282.281    36920.523
     520.925        0.000     1282.281    36920.523
     521.992        0.000     1284.230    36920.523
     523.059        0.000     1284.230    36920.523
     524.126        0.000     1284.230    36920.523
     525.192        0.000     1286.758    36920.523
     526.258        0.000     1286.758    36920.523
     527.322        0.000     1286.758    36920.523
     528.388        0.000     1286.758    36920.523
     529.451        0.000     1286.535    36920.523
     530.517        0.000     1286.535    36920.523
     531.581        0.000     1286.535    36920.523
     532.645        0.000     1286.469    36920.523
     533.711        0.000     1286.469    36920.523
     534.778        0.000     1286.469    36920.523
     535.845        0.000     1276.574    36920.523
     536.912        0.000     1276.574    36920.523
     537.978        0.000     1271.566    36920.523
     539.043        0.000     1271.566    36920.523
     540.109        0.000     1271.566    36920.523
     541.172        0.000     1271.566    36920.523
     542.240        0.000     1271.566    36920.523
     543.306        0.000     1271.566    36920.523
     544.371        0.000     1271.793    36920.523
     545.435        0.000     1271.793    36920.523
     546.498        0.000     1271.793    36920.523
     547.564        0.000     1318.609    36920.523
     548.629        0.000     1318.609    36920.523
     549.691        0.000     1318.609    36920.523
     550.757        0.000     1318.609    36920.523
     551.824        0.000     1321.996    36920.523
     552.889        0.000     1321.996    36920.523
     553.951        0.000     1321.996    36920.523
     555.018        0.000     1321.996    36920.523
     556.084        0.000     1321.996    36920.523
     557.150        0.000     1321.996    36920.523
     558.221        0.000     1321.996    36920.523
     559.290        0.000     1321.977    36920.523
     560.359        0.000     1321.977    36920.523
     561.426        0.000     1321.977    36920.523
     562.497        0.000     1321.977    36920.523
     563.565        0.000     1321.910    36920.523
     564.632        0.000     1321.910    36920.523
     565.698        0.000     1321.910    36920.523
     566.764        0.000     1318.660    36920.523
     567.832        0.000     1318.660    36920.523
     568.888        0.000     1318.660    36920.523
     569.954        0.000     1318.660    36920.523
     571.013        0.000     1318.660    36920.523
     572.079        0.000     1318.660    36920.523
     573.144        0.000     1318.660    36920.523
     574.212        0.000     1318.660    36920.523
     575.279        0.000     1318.660    36920.523
     576.343        0.000     1318.680    36920.523
     577.409        0.000     1318.680    36920.523
     578.475        0.000     1318.680    36920.523
     579.542        0.000     1313.156    36920.523
     580.607        0.000     1313.160    36920.523
     581.675        0.000     1313.160    36920.523
     582.739        0.000     1289.613    36920.523
     583.802        0.000     1289.613    36920.523
     584.868        0.000     1264.562    36920.523
     585.931        0.000     1264.562    36920.523
     586.994        0.000     1264.562    36920.523
     588.059        0.000     1240.016    36920.523
     589.127        0.000     1240.016    36920.523
     590.192        0.000     1240.016    36920.523
     591.258        0.000     1221.480    36920.523
     592.321        0.000     1221.480    36920.523
     593.386        0.000     1221.730    36920.523
     594.452        0.000     1221.730    36920.523
     595.518        0.000     1250.633    36920.523
     596.585        0.000     1250.633    36920.523
     597.650        0.000     1250.633    36920.523
     598.714        0.000     1255.480    36920.523
     599.790        0.000     1255.480    36920.523
     600.855        0.000     1255.480    36920.523
     601.922        0.000     1255.473    36920.523
     602.988        0.000     1255.473    36920.523
     604.054        0.000     1255.473    36920.523
     605.120        0.000     1255.473    36920.523
     606.182        0.000     1255.727    36920.523
     607.247        0.000     1255.727    36920.523
     608.313        0.000     1255.727    36920.523
     609.378        0.000     1255.727    36920.523
     610.443        0.000     1347.418    36920.523
     611.507        0.000     1347.418    36920.523
     612.573        0.000     1347.418    36920.523
     613.639        0.000     1351.246    36920.523
     614.702        0.000     1351.246    36920.523
     615.767        0.000     1351.246    36920.523
     616.834        0.000     1351.246    36920.523
     617.901        0.000     1351.246    36920.523
     618.968        0.000     1515.797    36920.523
     620.035        0.000     1515.797    36920.523
     621.100        0.000     1515.797    36920.523
     622.168        0.000     1515.797    36920.523
     623.229        0.000     1467.602    36920.523
     624.295        0.000     1467.602    36920.523
     625.362        0.000     1467.602    36920.523
     626.427        0.000     1467.602    36920.523
     627.492        0.000     1538.898    36920.523
     628.555        0.000     1538.898    36920.523
     629.620        0.000     1538.898    36920.523
     630.686        0.000     1538.898    36920.523
     631.751        0.000     1507.629    36920.523
     632.813        0.000     1507.629    36920.523
     633.881        0.000     1507.629    36920.523
     634.948        0.000     1507.629    36920.523
     636.014        0.000     1530.461    36920.523
     637.081        0.000     1530.504    36920.523
     638.145        0.000     1530.504    36920.523
     639.208        0.000     1530.504    36920.523
     640.276        0.000     1530.504    36920.523
     641.342        0.000     1530.707    36920.523
     642.408        0.000     1530.707    36920.523
     643.474        0.000     1530.707    36920.523
     644.538        0.000     1530.707    36920.523
     645.604        0.000     1474.406    36920.523
     646.669        0.000     1474.406    36920.523
     647.735        0.000     1474.406    36920.523
     648.801        0.000     1474.406    36920.523
     649.868        0.000     1461.383    36920.523
     650.934        0.000     1461.383    36920.523
     651.999        0.000     1461.383    36920.523
     653.068        0.000     1458.875    36920.523
     654.133        0.000     1458.875    36920.523
     655.198        0.000     1458.875    36920.523
     656.265        0.000     1458.875    36920.523
     657.330        0.000     1415.902    36920.523
     658.394        0.000     1415.902    36920.523
     659.458        0.000     1415.902    36920.523
     660.524        0.000     1415.902    36920.523
     661.591        0.000     1415.902    36920.523
     662.655        0.000     1415.902    36920.523
     663.718        0.000     1381.336    36920.523
     664.784        0.000     1381.336    36920.523
     665.850        0.000     1381.336    36920.523
     666.916        0.000     1381.586    36920.523
     667.979        0.000     1381.586    36920.523
     669.046        0.000     1381.664    36920.523
     670.111        0.000     1381.664    36920.523
     671.178        0.000     1376.902    36920.523
     672.244        0.000     1376.902    36920.523
     673.310        0.000     1376.902    36920.523
     674.375        0.000     1335.344    36920.523
     675.442        0.000     1335.344    36920.523
     676.506        0.000     1335.344    36920.523
     677.572        0.000     1335.344    36920.523
     678.638        0.000     1335.344    36920.523
     679.703        0.000     1335.344    36920.523
     680.766        0.000     1335.344    36920.523
     681.832        0.000     1335.363    36920.523
     682.898        0.000     1335.363    36920.523
     683.964        0.000     1335.363    36920.523
     685.028        0.000     1322.816    36920.523
     686.092        0.000     1322.816    36920.523
     687.159        0.000     1322.816    36920.523
     688.225        0.000     1286.746    36920.523
     689.291        0.000     1286.746    36920.523
     690.358        0.000     1286.746    36920.523
     691.424        0.000     1286.746    36920.523
     692.492        0.000     1286.746    36920.523
     693.558        0.000     1286.852    36920.523
     694.620        0.000     1286.852    36920.523
     695.685        0.000     1286.852    36920.523
     696.752        0.000     1286.852    36920.523
     697.819        0.000     1286.836    36920.523
     698.887        0.000     1286.836    36920.523
     699.954        0.000     1286.836    36920.523
     701.021        0.000     1286.762    36920.523
     702.087        0.000     1286.770    36920.523
     703.153        0.000     1286.770    36920.523
     704.215        0.000     1286.770    36920.523
     705.283        0.000     1286.770    36920.523
     706.350        0.000     1286.770    36920.523
     707.416        0.000     1286.770    36920.523
     708.481        0.000     1286.789    36920.523
     709.546        0.000     1286.789    36920.523
     710.611        0.000     1286.789    36920.523
     711.675        0.000     1264.211    36920.523
     712.741        0.000     1264.211    36920.523
     713.808        0.000     1264.211    36920.523
     714.872        0.000     1250.684    36920.523
     715.935        0.000     1250.684    36920.523
     717.004        0.000     1250.684    36920.523
     718.069        0.000     1250.684    36920.523
     719.136        0.000     1250.684    36920.523
     720.203        0.000     1250.703    36920.523
     721.269        0.000     1250.703    36920.523
     722.334        0.000     1250.703    36920.523
     723.397        0.000     1250.746    36920.523
     724.465        0.000     1250.746    36920.523
     725.531        0.000     1250.746    36920.523
     726.599        0.000     1250.770    36920.523
     727.665        0.000     1250.770    36920.523
     728.734        0.000     1250.770    36920.523
     729.799        0.000     1250.969    36920.523
     730.863        0.000     1250.969    36920.523
     731.926        0.000     1269.621    36920.523
     732.991        0.000     1269.621    36920.523
     734.058        0.000     1269.621    36920.523
     735.126        0.000     1269.621    36920.523
     736.191        0.000     1269.621    36920.523
     737.257        0.000     1269.621    36920.523
     738.320        0.000     1269.621    36920.523
     739.386        0.000     1269.570    36920.523
     740.454        0.000     1269.570    36920.523
     741.520        0.000     1269.570    36920.523
     742.586        0.000     1269.902    36920.523
     743.652        0.000     1269.902    36920.523
     744.717        0.000     1269.902    36920.523
     745.779        0.000     1270.043    36920.523
     746.845        0.000     1270.043    36920.523
     747.913        0.000     1270.043    36920.523
     748.979        0.000     1270.043    36920.523
     750.046        0.000     1270.043    36920.523
     751.111        0.000     1270.043    36920.523
     752.178        0.000     1335.418    36920.523
     753.240        0.000     1335.418    36920.523
     754.305        0.000     1335.418    36920.523
     755.372        0.000     1335.637    36920.523
     756.439        0.000     1335.637    36920.523
     757.509        0.000     1335.637    36920.523
     758.574        0.000     1335.887    36920.523
     759.639        0.000     1335.887    36920.523
     760.702        0.000     1335.887    36920.523
     761.767        0.000     1335.887    36920.523
     762.834        0.000     1335.871    36920.523
     763.901        0.000     1335.871    36920.523
     764.968        0.000     1335.871    36920.523
     766.034        0.000     1336.047    36920.523
     767.098        0.000     1336.047    36920.523
     768.162        0.000     1336.047    36920.523
     769.230        0.000     1336.043    36920.523
     770.295        0.000     1336.043    36920.523
     771.361        0.000     1336.043    36920.523
     772.428        0.000     1336.043    36920.523
     773.494        0.000     1336.043    36920.523
     774.557        0.000     1336.043    36920.523
     775.621        0.000     1320.527    36920.523
     776.687        0.000     1320.527    36920.523
     777.753        0.000     1320.527    36920.523
     778.818        0.000     1289.570    36920.523
     779.881        0.000     1289.570    36920.523
     780.950        0.000     1289.570    36920.523
     782.015        0.000     1254.000    36920.523
